rep,id,betas_N,fact_beta_T,delta_N,fact_delta_T,P_N,fact_P_T,mu,k,c,cI,alpha_VLSG,S0,gamma,rho,Smax,tauS,theta_BAb,alpha_NAb,tauAb,eta,thresh_Weight,Group
4,NHP34,10.0353,0,1.68862,0,15993.2,-0.231585,0.001,3,3,20,1.61821,637.192,1e-05,1.45874,853.153,2.3,2.56889,0.000548382,12,0.815887,4.5,CD40.RBDv - Conv
5,NHP34,10.0353,0,1.29754,0,15993.2,-0.231585,0.001,3,3,20,1.61821,437.028,1e-05,1.45874,853.153,2.3,4.22284,0.000548382,12,0.560479,4.5,CD40.RBDv - Conv
6,NHP34,10.0353,0,1.45888,0,15993.2,-0.231585,0.001,3,3,20,1.61821,440.72,1e-05,1.45874,853.153,2.3,4.72166,0.000548382,12,0.642493,4.5,CD40.RBDv - Conv
7,NHP34,10.0353,0,1.58944,0,15993.2,-0.231585,0.001,3,3,20,1.61821,455.94,1e-05,1.45874,853.153,2.3,3.8564,0.000548382,12,0.872372,4.5,CD40.RBDv - Conv
8,NHP34,10.0353,0,1.36644,0,15993.2,-0.231585,0.001,3,3,20,1.61821,395.234,1e-05,1.45874,853.153,2.3,6.07324,0.000548382,12,0.739196,4.5,CD40.RBDv - Conv
9,NHP34,10.0353,0,1.1168,0,15993.2,-0.231585,0.001,3,3,20,1.61821,245.941,1e-05,1.45874,853.153,2.3,5.25501,0.000548382,12,1.18299,4.5,CD40.RBDv - Conv
10,NHP34,10.0353,0,1.3009,0,15993.2,-0.231585,0.001,3,3,20,1.61821,324.892,1e-05,1.45874,853.153,2.3,3.78652,0.000548382,12,1.29204,4.5,CD40.RBDv - Conv
1,NHP4,10.0353,0,2.21757,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1285.17,1e-05,1.45874,853.153,2.3,4.36158,0.000548382,12,4.03448,4.5,CD40.RBDv - Conv
2,NHP4,10.0353,0,1.41035,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1060.33,1e-05,1.45874,853.153,2.3,4.54081,0.000548382,12,46.3147,4.5,CD40.RBDv - Conv
3,NHP4,10.0353,0,1.53925,0,15993.2,-0.231585,0.001,3,3,20,1.61821,911.35,1e-05,1.45874,853.153,2.3,4.62794,0.000548382,12,150.763,4.5,CD40.RBDv - Conv
4,NHP4,10.0353,0,1.98533,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1126.45,1e-05,1.45874,853.153,2.3,4.02751,0.000548382,12,9.7837,4.5,CD40.RBDv - Conv
5,NHP4,10.0353,0,2.20957,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1310.01,1e-05,1.45874,853.153,2.3,4.154,0.000548382,12,16.5338,4.5,CD40.RBDv - Conv
6,NHP4,10.0353,0,3.21296,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1296.7,1e-05,1.45874,853.153,2.3,5.73859,0.000548382,12,3.19038,4.5,CD40.RBDv - Conv
7,NHP4,10.0353,0,3.17399,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1206.03,1e-05,1.45874,853.153,2.3,3.78273,0.000548382,12,14.9602,4.5,CD40.RBDv - Conv
8,NHP4,10.0353,0,3.10621,0,15993.2,-0.231585,0.001,3,3,20,1.61821,426.376,1e-05,1.45874,853.153,2.3,5.28959,0.000548382,12,19.333,4.5,CD40.RBDv - Conv
9,NHP4,10.0353,0,2.13108,0,15993.2,-0.231585,0.001,3,3,20,1.61821,816.13,1e-05,1.45874,853.153,2.3,4.42696,0.000548382,12,3.17735,4.5,CD40.RBDv - Conv
10,NHP4,10.0353,0,2.41297,0,15993.2,-0.231585,0.001,3,3,20,1.61821,303.911,1e-05,1.45874,853.153,2.3,7.83232,0.000548382,12,44.0762,4.5,CD40.RBDv - Conv
1,NHP5,10.0353,0,6.42437,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1.64475,1e-05,1.45874,853.153,2.3,22.2365,0.000548382,12,0.54414,4.5,Conv
2,NHP5,10.0353,0,1.99744,0,15993.2,-0.231585,0.001,3,3,20,1.61821,0.607334,1e-05,1.45874,853.153,2.3,35.0187,0.000548382,12,17.1789,4.5,Conv
3,NHP5,10.0353,0,2.09138,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1.29584,1e-05,1.45874,853.153,2.3,16.5297,0.000548382,12,21.02,4.5,Conv
4,NHP5,10.0353,0,2.06705,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1.77254,1e-05,1.45874,853.153,2.3,22.1598,0.000548382,12,9.98484,4.5,Conv
5,NHP5,10.0353,0,4.64508,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1.17598,1e-05,1.45874,853.153,2.3,20.2075,0.000548382,12,3.23175,4.5,Conv
6,NHP5,10.0353,0,2.00178,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1.14862,1e-05,1.45874,853.153,2.3,21.5645,0.000548382,12,13.5552,4.5,Conv
7,NHP5,10.0353,0,3.95343,0,15993.2,-0.231585,0.001,3,3,20,1.61821,0.739698,1e-05,1.45874,853.153,2.3,21.178,0.000548382,12,6.79147,4.5,Conv
8,NHP5,10.0353,0,3.86067,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1.22262,1e-05,1.45874,853.153,2.3,28.133,0.000548382,12,3.3012,4.5,Conv
9,NHP5,10.0353,0,2.64158,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1.4884,1e-05,1.45874,853.153,2.3,19.4916,0.000548382,12,9.32868,4.5,Conv
10,NHP5,10.0353,0,3.49429,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1.17213,1e-05,1.45874,853.153,2.3,25.4273,0.000548382,12,7.09391,4.5,Conv
1,NHP6,10.0353,0,2.9064,0,15993.2,-0.231585,0.001,3,3,20,1.61821,0.282718,1e-05,1.45874,853.153,2.3,27.5475,0.000548382,12,1.40112,4.5,Conv
2,NHP6,10.0353,0,3.54592,0,15993.2,-0.231585,0.001,3,3,20,1.61821,0.708172,1e-05,1.45874,853.153,2.3,18.5893,0.000548382,12,0.164589,4.5,Conv
3,NHP6,10.0353,0,4.50164,0,15993.2,-0.231585,0.001,3,3,20,1.61821,0.296581,1e-05,1.45874,853.153,2.3,34.9105,0.000548382,12,0.179857,4.5,Conv
4,NHP6,10.0353,0,4.09876,0,15993.2,-0.231585,0.001,3,3,20,1.61821,0.520722,1e-05,1.45874,853.153,2.3,22.81,0.000548382,12,0.0828536,4.5,Conv
5,NHP6,10.0353,0,5.00111,0,15993.2,-0.231585,0.001,3,3,20,1.61821,0.634276,1e-05,1.45874,853.153,2.3,13.2898,0.000548382,12,0.803133,4.5,Conv
6,NHP6,10.0353,0,4.93679,0,15993.2,-0.231585,0.001,3,3,20,1.61821,0.516546,1e-05,1.45874,853.153,2.3,13.2389,0.000548382,12,0.83927,4.5,Conv
7,NHP6,10.0353,0,3.26109,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1.1401,1e-05,1.45874,853.153,2.3,19.1878,0.000548382,12,0.754615,4.5,Conv
8,NHP6,10.0353,0,3.60681,0,15993.2,-0.231585,0.001,3,3,20,1.61821,0.450706,1e-05,1.45874,853.153,2.3,17.495,0.000548382,12,3.4019,4.5,Conv
9,NHP6,10.0353,0,2.4506,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1.04214,1e-05,1.45874,853.153,2.3,14.2097,0.000548382,12,3.32685,4.5,Conv
10,NHP6,10.0353,0,4.33795,0,15993.2,-0.231585,0.001,3,3,20,1.61821,0.546807,1e-05,1.45874,853.153,2.3,17.5259,0.000548382,12,0.695256,4.5,Conv
1,NHP7,10.0353,0,1.37994,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1200.54,1e-05,1.45874,853.153,2.3,5.9262,0.000548382,12,241.781,4.5,mRNA - Conv
2,NHP7,10.0353,0,1.7978,0,15993.2,-0.231585,0.001,3,3,20,1.61821,3578.36,1e-05,1.45874,853.153,2.3,2.82633,0.000548382,12,287.629,4.5,mRNA - Conv
3,NHP7,10.0353,0,1.41736,0,15993.2,-0.231585,0.001,3,3,20,1.61821,3598.55,1e-05,1.45874,853.153,2.3,2.26071,0.000548382,12,974.173,4.5,mRNA - Conv
4,NHP7,10.0353,0,1.26384,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1820.48,1e-05,1.45874,853.153,2.3,4.79952,0.000548382,12,634.586,4.5,mRNA - Conv
5,NHP7,10.0353,0,2.13514,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1626.24,1e-05,1.45874,853.153,2.3,5.96328,0.000548382,12,89.3611,4.5,mRNA - Conv
6,NHP7,10.0353,0,1.98164,0,15993.2,-0.231585,0.001,3,3,20,1.61821,3063.79,1e-05,1.45874,853.153,2.3,3.37724,0.000548382,12,331.615,4.5,mRNA - Conv
7,NHP7,10.0353,0,1.09316,0,15993.2,-0.231585,0.001,3,3,20,1.61821,3691.75,1e-05,1.45874,853.153,2.3,2.70603,0.000548382,12,118.303,4.5,mRNA - Conv
8,NHP7,10.0353,0,2.62963,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1369.62,1e-05,1.45874,853.153,2.3,6.35709,0.000548382,12,117.274,4.5,mRNA - Conv
9,NHP7,10.0353,0,2.54975,0,15993.2,-0.231585,0.001,3,3,20,1.61821,2252.02,1e-05,1.45874,853.153,2.3,2.88475,0.000548382,12,56.6254,4.5,mRNA - Conv
10,NHP7,10.0353,0,1.31676,0,15993.2,-0.231585,0.001,3,3,20,1.61821,3773.44,1e-05,1.45874,853.153,2.3,3.44936,0.000548382,12,1532.65,4.5,mRNA - Conv
1,NHP8,10.0353,0,2.86887,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1274.07,1e-05,1.45874,853.153,2.3,10.6766,0.000548382,12,174.284,4.5,mRNA - Conv
2,NHP8,10.0353,0,1.4848,0,15993.2,-0.231585,0.001,3,3,20,1.61821,4825.73,1e-05,1.45874,853.153,2.3,4.66529,0.000548382,12,358.025,4.5,mRNA - Conv
3,NHP8,10.0353,0,1.77952,0,15993.2,-0.231585,0.001,3,3,20,1.61821,2262.98,1e-05,1.45874,853.153,2.3,7.27835,0.000548382,12,3357.57,4.5,mRNA - Conv
4,NHP8,10.0353,0,1.89298,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1852.74,1e-05,1.45874,853.153,2.3,13.577,0.000548382,12,1164.15,4.5,mRNA - Conv
5,NHP8,10.0353,0,1.00044,0,15993.2,-0.231585,0.001,3,3,20,1.61821,4055.32,1e-05,1.45874,853.153,2.3,4.62233,0.000548382,12,432.898,4.5,mRNA - Conv
6,NHP8,10.0353,0,2.3429,0,15993.2,-0.231585,0.001,3,3,20,1.61821,4850.78,1e-05,1.45874,853.153,2.3,4.98551,0.000548382,12,4588.14,4.5,mRNA - Conv
7,NHP8,10.0353,0,3.23126,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1874.62,1e-05,1.45874,853.153,2.3,16.049,0.000548382,12,2970.54,4.5,mRNA - Conv
8,NHP8,10.0353,0,0.965976,0,15993.2,-0.231585,0.001,3,3,20,1.61821,3357.12,1e-05,1.45874,853.153,2.3,4.55566,0.000548382,12,362.578,4.5,mRNA - Conv
9,NHP8,10.0353,0,1.75102,0,15993.2,-0.231585,0.001,3,3,20,1.61821,3170.31,1e-05,1.45874,853.153,2.3,6.45743,0.000548382,12,379.933,4.5,mRNA - Conv
10,NHP8,10.0353,0,1.64502,0,15993.2,-0.231585,0.001,3,3,20,1.61821,2700.27,1e-05,1.45874,853.153,2.3,9.25688,0.000548382,12,573.156,4.5,mRNA - Conv
1,NHP9,10.0353,0,1.36636,0,15993.2,-0.231585,0.001,3,3,20,1.61821,11.4075,1e-05,1.45874,853.153,2.3,26.5225,0.000548382,12,0.455649,4.5,CD40.RBDv - Naive
2,NHP9,10.0353,0,1.11165,0,15993.2,-0.231585,0.001,3,3,20,1.61821,27.0999,1e-05,1.45874,853.153,2.3,20.0995,0.000548382,12,0.215288,4.5,CD40.RBDv - Naive
3,NHP9,10.0353,0,1.40811,0,15993.2,-0.231585,0.001,3,3,20,1.61821,12.4229,1e-05,1.45874,853.153,2.3,33.8797,0.000548382,12,0.20441,4.5,CD40.RBDv - Naive
4,NHP9,10.0353,0,1.30477,0,15993.2,-0.231585,0.001,3,3,20,1.61821,11.6413,1e-05,1.45874,853.153,2.3,23.9529,0.000548382,12,0.318202,4.5,CD40.RBDv - Naive
5,NHP9,10.0353,0,1.14017,0,15993.2,-0.231585,0.001,3,3,20,1.61821,11.7791,1e-05,1.45874,853.153,2.3,21.1253,0.000548382,12,0.363208,4.5,CD40.RBDv - Naive
6,NHP9,10.0353,0,0.909345,0,15993.2,-0.231585,0.001,3,3,20,1.61821,15.5227,1e-05,1.45874,853.153,2.3,19.3818,0.000548382,12,0.0527282,4.5,CD40.RBDv - Naive
7,NHP9,10.0353,0,1.27879,0,15993.2,-0.231585,0.001,3,3,20,1.61821,19.0169,1e-05,1.45874,853.153,2.3,15.3256,0.000548382,12,0.36396,4.5,CD40.RBDv - Naive
8,NHP9,10.0353,0,1.29654,0,15993.2,-0.231585,0.001,3,3,20,1.61821,10.62,1e-05,1.45874,853.153,2.3,16.3444,0.000548382,12,0.862482,4.5,CD40.RBDv - Naive
9,NHP9,10.0353,0,1.23257,0,15993.2,-0.231585,0.001,3,3,20,1.61821,12.3821,1e-05,1.45874,853.153,2.3,17.9946,0.000548382,12,0.580368,4.5,CD40.RBDv - Naive
10,NHP9,10.0353,0,1.20301,0,15993.2,-0.231585,0.001,3,3,20,1.61821,18.6943,1e-05,1.45874,853.153,2.3,26.1725,0.000548382,12,0.269209,4.5,CD40.RBDv - Naive
